sentence,label,class
"   christmas disease-national survey (biggs and spooner) 1143; thrombosis with factor-ix concentrates in (maehm and miller) (c) 1367 chromosomal variation in man (borgaonkar) (malawista) (c) 943 chronic leukaemias (galton) (r) 78 cimetidine-bone-marrow toxicity with (lopez-luque et al) (c) 444, (james and prout) (c) 987; and brady-cardia (jefferys and vale) (c) 828, and brainstem dysfunction (cumming and foster) (c) 1096; and diabetes (pomare) (c) 1202; drug fever with (ramboer) (c) 330, (mcloughlin et al) (c) 499; duodenal perforation after (hoste et at) (c) 666 ; effect on delayed hypersensitivity (avella et al) 624, (jones) (c) 880, (askenase) (c) 880, (greaves) (c) 880, (goodwin (c) 934, (rudge et al) (c) 1] 54; effect on iron absorption (rosner) (c) 95; and gastric mucus (guslandi) (c) 1267; gastritis with, and candida albicans (nicholls and henry) (c) 1095; and glucose handling (jefferys and vale) (c) 383, impaired creatine clearance after (mcelligott) (c) 99; intravenous, hypotension after (mahon and kolton) (c) 828; and kidney transplant rejection (primack) (c) 824, (doherty and mc- geown) (c) 1048, (rudge et al) (c) 1154, (charpentier and fries) (c) 1265; and large bowel function (frew) (c) 279; long-term safety of (e) 1242; in maintenance treatment of recurrent peptic ulcer (bodemar and walan) 403, (blackwood et al) 626, (machell et a1) (c) 663, (langman and wormsley) (c) 932, (northfield and blackwood) (c) 1045, (guslandi) (c) 1267; in malignant gastric ulcers, response to (taylor et al) 686, (clark) (c) 939, (taylor and menzies-gow) (c) 939, (murray et clioquinol-progressive visual loss with (derakhshan and forough) (c) 715; and subacute myelo-optic neuropathy, court decision in japan, 1144; toxicity of, animal studies (worden and heywood) (c) 212 clock, biological-and seasonality in schizophrenia (morgan)  clomdme-inoplate withdrawal (gold et  clostridium botulinum-intestinal infection and toxin production in cot deaths (arnon et (templeton) (c) 821; seasonal variation in (beal) (c) 1257; see also babies co-trimoxazole-and creatine clearance (shouval et zinc, and free radical biochemistry, 191 education-anti-smoking health education, failure of (rawbone and guz) (c) 159 education, medical-health-care problems (powell) (c) 394; history taking (havens) 138; innovations at newcastle, new south wales (clarke) (brooks) 140, (paulley) 199, (crawford) (c) 213, (smith) (c) 213, (chambers) 259, (booth) (c) 271, (barley) 320, (grant) (c) 339, (ctaoue) 381, (smith) (c) 395, (mair) (c) 395, (woodall) 433, (negus) (c) 450, (greenfield) embolism, pulmonary-long term prognosis (e) 194 embryology-human (fi rald) (r) 1134; limb develolopment, influence of neurons in, and thalidomide (stevens) (veatch) (r)248 exomphalos-early diagnosis of (gordon et al) 677, (campbell et (ferguson-smith et glaucoma-close-angle, with disopyramide (trope and hind) (c) 329; secondary, in chronic uveitis, timolol in (saari et growth-and its disorders (marshall) hyperparathyroidism-primary, in paraneoplastic hypercalcaemia (drezner and lebovitz) 1004; pro-propranolol in (caro and adenoma, in large bowel, aetiology of (hill et al) 245 cancer, and immunoproliferation, common macrophage-derived promotor substance for (salmon and hamburger) 1289 cholestasis: pump failure, microvilli defect, or both? (erlinger) 533 colitis, antimicrobial4agent-associated, aetiology of (george et al) 802 fungal skin mfections, occlusion and carbon dioxide m (allen and king) 360 hypoxia, mechanism of pressor response to (weir) 476 pool-priming, m generation of t lymphocytes cytotoxic to tumour or virus infected cells (bach et (flenley) 542; mechanism of pressor response to (weir) intestine-gut-hormone profiles (besterman et (ingham et mycoplasma pneumoniae-infecuon with, mucocutaneous reactions to (lind) (c) 655 (griffiths) (c) 988, (swift and stevens) (c) 1104 myeloma-circulating lymphocytes in the spread of (warner and krueger) 1174 myocardial infarction-blood-sugar in prognosis of (burden et national health service-administration of (stewart) 867, (pygott) (musher) (c) 389, (bradley et omphalocele-mercury poisoning, from mercurochrome therapy of (yeh et paget's disease-with hyperparathyroidism, mithramycm in (veldhuis) (c) 1152; treatment of (e) 914, (veldhuis) (c) 1152, (milhaud) (c) 1153, (hamdy) (c) 1267 pain-dural pain, (cyriax) pre-eclampsia-and disequilibrium in proteolysis control (stark) propranolol-acute brain syndrome after, (helson and duque) (c) 98; in hyperparathyroidism (caro and besarb) (c) 827; long-term safety of (e) 1242; lowdose, beta-blockade and blood levels after (davies et renin-""big renin"" in normal plasma (hsueh et al) 1281;  inactive, protease as endogenous activator of (osmond and loh) (c) 102, (atlas et al) (c) 555; suppressed, in hypertension, dexamethazone treatment of (hoefnagels et al) 741 reorganised national health service (levitt) a ..    there are localized destruction and occlusion of the vascular bed of the lungs by intravascular thrombosis and an increment of the anatomical dead space resulting in an increase of arterial carbon dioxide associated with a poor outcome .",2,Neutral
"   christmas disease-national survey (biggs and spooner) 1143; thrombosis with factor-ix concentrates in (maehm and miller) (c) 1367 chromosomal variation in man (borgaonkar) (malawista) (c) 943 chronic leukaemias (galton) (r) 78 cimetidine-bone-marrow toxicity with (lopez-luque et al) (c) 444, (james and prout) (c) 987; and brady-cardia (jefferys and vale) (c) 828, and brainstem dysfunction (cumming and foster) (c) 1096; and diabetes (pomare) (c) 1202; drug fever with (ramboer) (c) 330, (mcloughlin et al) (c) 499; duodenal perforation after (hoste et at) (c) 666 ; effect on delayed hypersensitivity (avella et al) 624, (jones) (c) 880, (askenase) (c) 880, (greaves) (c) 880, (goodwin (c) 934, (rudge et al) (c) 1] 54; effect on iron absorption (rosner) (c) 95; and gastric mucus (guslandi) (c) 1267; gastritis with, and candida albicans (nicholls and henry) (c) 1095; and glucose handling (jefferys and vale) (c) 383, impaired creatine clearance after (mcelligott) (c) 99; intravenous, hypotension after (mahon and kolton) (c) 828; and kidney transplant rejection (primack) (c) 824, (doherty and mc- geown) (c) 1048, (rudge et al) (c) 1154, (charpentier and fries) (c) 1265; and large bowel function (frew) (c) 279; long-term safety of (e) 1242; in maintenance treatment of recurrent peptic ulcer (bodemar and walan) 403, (blackwood et al) 626, (machell et a1) (c) 663, (langman and wormsley) (c) 932, (northfield and blackwood) (c) 1045, (guslandi) (c) 1267; in malignant gastric ulcers, response to (taylor et al) 686, (clark) (c) 939, (taylor and menzies-gow) (c) 939, (murray et clioquinol-progressive visual loss with (derakhshan and forough) (c) 715; and subacute myelo-optic neuropathy, court decision in japan, 1144; toxicity of, animal studies (worden and heywood) (c) 212 clock, biological-and seasonality in schizophrenia (morgan)  clomdme-inoplate withdrawal (gold et  clostridium botulinum-intestinal infection and toxin production in cot deaths (arnon et (templeton) (c) 821; seasonal variation in (beal) (c) 1257; see also babies co-trimoxazole-and creatine clearance (shouval et zinc, and free radical biochemistry, 191 education-anti-smoking health education, failure of (rawbone and guz) (c) 159 education, medical-health-care problems (powell) (c) 394; history taking (havens) 138; innovations at newcastle, new south wales (clarke) (brooks) 140, (paulley) 199, (crawford) (c) 213, (smith) (c) 213, (chambers) 259, (booth) (c) 271, (barley) 320, (grant) (c) 339, (ctaoue) 381, (smith) (c) 395, (mair) (c) 395, (woodall) 433, (negus) (c) 450, (greenfield) embolism, pulmonary-long term prognosis (e) 194 embryology-human (fi rald) (r) 1134; limb develolopment, influence of neurons in, and thalidomide (stevens) (veatch) (r)248 exomphalos-early diagnosis of (gordon et al) 677, (campbell et (ferguson-smith et glaucoma-close-angle, with disopyramide (trope and hind) (c) 329; secondary, in chronic uveitis, timolol in (saari et growth-and its disorders (marshall) hyperparathyroidism-primary, in paraneoplastic hypercalcaemia (drezner and lebovitz) 1004; pro-propranolol in (caro and adenoma, in large bowel, aetiology of (hill et al) 245 cancer, and immunoproliferation, common macrophage-derived promotor substance for (salmon and hamburger) 1289 cholestasis: pump failure, microvilli defect, or both? (erlinger) 533 colitis, antimicrobial4agent-associated, aetiology of (george et al) 802 fungal skin mfections, occlusion and carbon dioxide m (allen and king) 360 hypoxia, mechanism of pressor response to (weir) 476 pool-priming, m generation of t lymphocytes cytotoxic to tumour or virus infected cells (bach et (flenley) 542; mechanism of pressor response to (weir) intestine-gut-hormone profiles (besterman et (ingham et mycoplasma pneumoniae-infecuon with, mucocutaneous reactions to (lind) (c) 655 (griffiths) (c) 988, (swift and stevens) (c) 1104 myeloma-circulating lymphocytes in the spread of (warner and krueger) 1174 myocardial infarction-blood-sugar in prognosis of (burden et national health service-administration of (stewart) 867, (pygott) (musher) (c) 389, (bradley et omphalocele-mercury poisoning, from mercurochrome therapy of (yeh et paget's disease-with hyperparathyroidism, mithramycm in (veldhuis) (c) 1152; treatment of (e) 914, (veldhuis) (c) 1152, (milhaud) (c) 1153, (hamdy) (c) 1267 pain-dural pain, (cyriax) pre-eclampsia-and disequilibrium in proteolysis control (stark) propranolol-acute brain syndrome after, (helson and duque) (c) 98; in hyperparathyroidism (caro and besarb) (c) 827; long-term safety of (e) 1242; lowdose, beta-blockade and blood levels after (davies et renin-""big renin"" in normal plasma (hsueh et al) 1281;  inactive, protease as endogenous activator of (osmond and loh) (c) 102, (atlas et al) (c) 555; suppressed, in hypertension, dexamethazone treatment of (hoefnagels et al) 741 reorganised national health service (levitt) a ..    there are localized destruction and occlusion of the vascular bed of the lungs by intravascular thrombosis and an increment of the anatomical dead space resulting in an increase of arterial carbon dioxide associated with a poor outcome .",2,Neutral
"  5mg  00521183  dacarbazine  iv pws  200mg/vial  02154854  dacarbazine  iv pws  200mg  02248676  gefitinib  tab  250mg  02244725  imatinib mesylate  cap  100mg  02399806  imatinib mesylate  fc tab  100mg  02355337  imatinib mesylate  tab  100mg  02355345  imatinib mesylate  tab  400mg  02397285  imatinib mesylate  tab  100mg  02397293  imatinib mesylate  tab  400mg  02399814  imatinib mesylate  tab  400mg  02431114  imatinib mesylate  tab  100mg  02431122 imatinib mesylate tab 400mg 1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  32  33  34  35  36  37  38  39  40  41  42  43  44  45  46  47  48  49  50  51  52  53  54  55  56  57  58  59 1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  32  33  34  35  36  37  38  39  40  41  42  43  44  45  46  47  48  49  50  51  52  53  54  55  56  57  58  59 1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  32  33  34  35  36  37  38  39  40  41  42  43  44  45  46  47  48  49  50  51  52  53  54  55  56  57  58  59  it is important to ensure that the population has the chance to be exposed to influenza and there is sufficient influenza test during the influenza season will be used, and potential control samples will be selected from 171 among those who only tested negative for influenza during that influenza season, using the first negative test ..   5mg  00521183  dacarbazine  iv pws  200mg/vial  02154854  dacarbazine  iv pws  200mg  02248676  gefitinib  tab  250mg  02244725  imatinib mesylate  cap  100mg  02399806  imatinib mesylate  fc tab  100mg  02355337  imatinib mesylate  tab  100mg  02355345  imatinib mesylate  tab  400mg  02397285  imatinib mesylate  tab  100mg  02397293  imatinib mesylate  tab  400mg  02399814  imatinib mesylate  tab  400mg  02431114  imatinib mesylate  tab  100mg  02431122 imatinib mesylate tab 400mg 1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  32  33  34  35  36  37  38  39  40  41  42  43  44  45  46  47  48  49  50  51  52  53  54  55  56  57  58  59  60   f  o  r  p  e  e  r  r  e  v  i  e  w  o  n  l  y   22   din  drug name  route of administration strength  09857448  imatinib mesylate  tab  400mg  02253275  imatinib mesylate  tab  100mg  02253283  imatinib mesylate  tab  400mg  02326442  lapatinib ditosylate  tab  250mg  02315874  nilotinib  cap  200mg  02368250  nilotinib  cap  150mg  02352303  pazopanib hcl  tab  200mg  00012750 isolates will be considered eligible for inclusion in the analysis if they met all of the following criteria: a valid 160 phn is recorded, the isolate is not from a resident of a long-term care facility, the isolate was collected at 161 least four weeks after the initiation of the public influenza vaccination program, and the isolate was collected 162 during the influenza season, as determined using the method recommended by the who r [19-21] .",2,Neutral
"   26  all the synthesized compounds were tested for their antiviral activities against: (a) human cytomegalovirus (hcmv), varicellazoster virus (vzv) wild type and thymidine kinase deficient (tk À ) strains, herpes simplex virus 1 (hsv-1) wild type and tk À strains, herpes simplex virus 2 (hsv-2), vaccinia virus and vesicular stomatitis in human embryonic lung (hel) cells; coxsackie virus b4, and respiratory syncytial virus in human cervix carcinoma (hela) cells; parainfluenza-3 virus, reovirus, sindbis virus, coxsackie b-4 virus, and punta toro virus in green monkey kidney (vero) cells, feline corona virus in feline kidney (crfk) cells; and influenza a h1n1, influenza b h3n2, and influenza b viruses in canine kidney (mdck) cells .",2,Neutral
"   he had past history of asthma, allergic rhinitis and atopic dermatitis and was previously diagnosed as allergic to egg white and peanut .",2,Neutral
"   christmas disease-national survey (biggs and spooner) 1143; thrombosis with factor-ix concentrates in (maehm and miller) (c) 1367 chromosomal variation in man (borgaonkar) (malawista) (c) 943 chronic leukaemias (galton) (r) 78 cimetidine-bone-marrow toxicity with (lopez-luque et al) (c) 444, (james and prout) (c) 987; and brady-cardia (jefferys and vale) (c) 828, and brainstem dysfunction (cumming and foster) (c) 1096; and diabetes (pomare) (c) 1202; drug fever with (ramboer) (c) 330, (mcloughlin et al) (c) 499; duodenal perforation after (hoste et at) (c) 666 ; effect on delayed hypersensitivity (avella et al) 624, (jones) (c) 880, (askenase) (c) 880, (greaves) (c) 880, (goodwin (c) 934, (rudge et al) (c) 1] 54; effect on iron absorption (rosner) (c) 95; and gastric mucus (guslandi) (c) 1267; gastritis with, and candida albicans (nicholls and henry) (c) 1095; and glucose handling (jefferys and vale) (c) 383, impaired creatine clearance after (mcelligott) (c) 99; intravenous, hypotension after (mahon and kolton) (c) 828; and kidney transplant rejection (primack) (c) 824, (doherty and mc- geown) (c) 1048, (rudge et al) (c) 1154, (charpentier and fries) (c) 1265; and large bowel function (frew) (c) 279; long-term safety of (e) 1242; in maintenance treatment of recurrent peptic ulcer (bodemar and walan) 403, (blackwood et al) 626, (machell et a1) (c) 663, (langman and wormsley) (c) 932, (northfield and blackwood) (c) 1045, (guslandi) (c) 1267; in malignant gastric ulcers, response to (taylor et al) 686, (clark) (c) 939, (taylor and menzies-gow) (c) 939, (murray et clioquinol-progressive visual loss with (derakhshan and forough) (c) 715; and subacute myelo-optic neuropathy, court decision in japan, 1144; toxicity of, animal studies (worden and heywood) (c) 212 clock, biological-and seasonality in schizophrenia (morgan)  clomdme-inoplate withdrawal (gold et  clostridium botulinum-intestinal infection and toxin production in cot deaths (arnon et (templeton) (c) 821; seasonal variation in (beal) (c) 1257; see also babies co-trimoxazole-and creatine clearance (shouval et zinc, and free radical biochemistry, 191 education-anti-smoking health education, failure of (rawbone and guz) (c) 159 education, medical-health-care problems (powell) (c) 394; history taking (havens) 138; innovations at newcastle, new south wales (clarke) (brooks) 140, (paulley) 199, (crawford) (c) 213, (smith) (c) 213, (chambers) 259, (booth) (c) 271, (barley) 320, (grant) (c) 339, (ctaoue) 381, (smith) (c) 395, (mair) (c) 395, (woodall) 433, (negus) (c) 450, (greenfield) embolism, pulmonary-long term prognosis (e) 194 embryology-human (fi rald) (r) 1134; limb develolopment, influence of neurons in, and thalidomide (stevens) (veatch) (r)248 exomphalos-early diagnosis of (gordon et al) 677, (campbell et (ferguson-smith et glaucoma-close-angle, with disopyramide (trope and hind) (c) 329; secondary, in chronic uveitis, timolol in (saari et growth-and its disorders (marshall) hyperparathyroidism-primary, in paraneoplastic hypercalcaemia (drezner and lebovitz) 1004; pro-propranolol in (caro and adenoma, in large bowel, aetiology of (hill et al) 245 cancer, and immunoproliferation, common macrophage-derived promotor substance for (salmon and hamburger) 1289 cholestasis: pump failure, microvilli defect, or both? (erlinger) 533 colitis, antimicrobial4agent-associated, aetiology of (george et al) 802 fungal skin mfections, occlusion and carbon dioxide m (allen and king) 360 hypoxia, mechanism of pressor response to (weir) 476 pool-priming, m generation of t lymphocytes cytotoxic to tumour or virus infected cells (bach et (flenley) 542; mechanism of pressor response to (weir) intestine-gut-hormone profiles (besterman et (ingham et mycoplasma pneumoniae-infecuon with, mucocutaneous reactions to (lind) (c) 655 (griffiths) (c) 988, (swift and stevens) (c) 1104 myeloma-circulating lymphocytes in the spread of (warner and krueger) 1174 myocardial infarction-blood-sugar in prognosis of (burden et national health service-administration of (stewart) 867, (pygott) (musher) (c) 389, (bradley et omphalocele-mercury poisoning, from mercurochrome therapy of (yeh et paget's disease-with hyperparathyroidism, mithramycm in (veldhuis) (c) 1152; treatment of (e) 914, (veldhuis) (c) 1152, (milhaud) (c) 1153, (hamdy) (c) 1267 pain-dural pain, (cyriax) pre-eclampsia-and disequilibrium in proteolysis control (stark) propranolol-acute brain syndrome after, (helson and duque) (c) 98; in hyperparathyroidism (caro and besarb) (c) 827; long-term safety of (e) 1242; lowdose, beta-blockade and blood levels after (davies et renin-""big renin"" in normal plasma (hsueh et al) 1281;  inactive, protease as endogenous activator of (osmond and loh) (c) 102, (atlas et al) (c) 555; suppressed, in hypertension, dexamethazone treatment of (hoefnagels et al) 741 reorganised national health service (levitt) a ..    troglitazone is a ligand to both pparα and (more strongly) pparγ, promotes glucose uptake by increasing two transporters we previously found decreased in pyramidal neurons in schizophrenia (glut1 and glut3), and inhibits the pro-inflammatory factor nfkb (implicated in our enrichr analyses) (18, 54, 110, 111)  .",2,Neutral
"   enterica serovar livingstone and serovar cerro isolates obtained from a chicken layer farm, (99) (2004) 139 differential expression of the msp1a gene of anaplasma marginale occurs in bovine erythrocytes and tick cells, (98) (2004) 261 adhesion of outer membrane proteins containing tandem repeats of anaplasma and ehrlichia species (rickettsiales: anaplasmataceae) to tick cells, (98) (2004) 313 anaplasma infection in free-ranging iberian red deer in the region of castilla-la mancha, spain, (100) (2004) 163 tissue culture interaction between attaching and effacing escherichia coli serotypes o157:h7 and o26:k60 in cell culture, (104) (2004)  diagnostic multiplex pcr for toxin genotyping of clostridium perfringens isolates, (100) (2004) 11 toxins prevalence of serogroups and virulence factors of escherichia coli strains isolated from pigs with postweaning diarrhoea in eastern china, (103) (2004) 13 transmission transmission of multiple antimicrobial-resistant staphylococcus intermedius between dogs affected by deep pyoderma and their owners, (98) (2004) 23 comparison of pulsed field gel electrophoresis and repetitive sequence polymerase chain reaction as genotyping methods for detection of genetic diversity and inferring transmission of salmonella, (100) (2004) 205 transmission of small ruminant lentiviruses, (101) (2004) 199 procedures for preventing transmission of foot-and-mouth disease virus (o/taw/97) by people, (103) (2004) 143 risk assessment of transmission of capsule-deficient, recombinant actinobacillus pleuropneumoniae, (104) (2004) 63 a lawsonia intracellularis transmission study using a pure culture inoculated seeder-pig sentinel model, (104) (2004) 83 human circoviruses, (98) (2004) 95 tuberculosis isolation and identification of mycobacteria in new world primates maintained in captivity, (98) (2004) 285 prevalence of feline coronavirus types i and ii in cats with histopathologically verified feline infectious peritonitis, (99) (2004) 31 oxalate degradation by intestinal lactic acid bacteria in dogs and cats, (101) (2004) 161 vaccination effect of porcine parvovirus vaccination on the development of pmws in segregated early weaned pigs coinfected with type 2 porcine circovirus and porcine parvovirus, (98) (2004) 209 differentiating infection from vaccination in foot-and-mouthdisease: evaluation of an elisa based on recombinant 3abc, resistance of broiler chickens to escherichia coli respiratory tract infection induced by passively transferred egg-yolk antibodies, (98) (2004) 273 safety and efficacy of a modified-live canine coronavirus vaccine in dogs, (99) (2004) 43 pasteurella multocida contains multiple immunogenic haeminand haemoglobin-binding proteins, (99) (2004) 103 characterization of two proteins of staphylococcus aureus isolated from bovine clinical mastitis with homology to glyceraldehyde-3-phosphate dehydrogenase, (99) (2004) 269 efficacy of live chlamydophila abortus vaccine 1b in protecting mice placentas and foetuses against strains of chlamydophila pecorum isolated from cases of abortion, (99) (2004) 295 efficacy of vaccines against bacterial diseases in swine: what can we expect?, (100) (2004) 255 immunogenicity of recombinant omp31 from brucella melitensis in rams and serum bactericidal activity against b ..    hominissuis of serotypes 6 and 8 isolated from pigs and environment, (102) (2004) 227 comparison between haemophilus parasuis infection in colostrums-deprived and sow-reared piglets, (103) (2004) 21 characterization of streptococcus suis serotype 7 isolates from diseased pigs in denmark, (103) (2004)  influence of porcine intestinal ph and gastric digestion on antigenicity of f4 fimbriae for oral immunisation, (98) (2004) 45 prevalence and deletion types of the pathogenicity island ett2 among escherichia coli strains from oedema disease and colibacillosis in pigs, (99) (2004) effect of porcine parvovirus vaccination on the development of pmws in segregated early weaned pigs coinfected with type 2 porcine circovirus and porcine parvovirus, (98) (2004) 209 excessive porcine circovirus type 2 antibody titres may trigger the development of porcine dermatitis and nephropathy syndrome: a case-control study, (99) (2004) 203 the clinical expression and emergence of porcine circovirus 2,  prevalence of serogroups and virulence factors of escherichia coli strains isolated from pigs with postweaning diarrhoea in eastern china, (103) (2004) 13 post-weaning multisystemic wasting syndrome the clinical expression and emergence of porcine circovirus 2, (98) (2004) 131 pathological findings associated with naturally acquired porcine circovirus type 2 associated disease, (98) (2004) 137 immunosuppression in postweaning multisystemic wasting syndrome affected pigs, (98) (2004) 151 effect of porcine parvovirus vaccination on the development of pmws in segregated early weaned pigs coinfected with type 2 porcine circovirus and porcine parvovirus, (98) (2004) 209 poultry antimicrobial susceptibility of swedish, norwegian and danish isolates of clostridium perfringens from poultry, and distribution of tetracycline resistance genes, (99) (2004) 251 high prevalence of multiple resistance to antibiotics in salmonella serovars isolated from a poultry slaughterhouse in spain, (104) (2004) 133 prebiotic oxalate degradation by intestinal lactic acid bacteria in dogs and cats, (101) (2004) 161 predisposing conditions oxytetracycline as a predisposing condition for chalkbrood in honeybee, (103) (2004) 195 prevalence characterisation of attaching-effacing escherichia coli isolated from animals at slaughter in england and wales, (102) (2004) 43 selection of enterococci for potential canine probiotic additives, (100) (2004) 107 the influence of diet on lawsonia intracellularis colonization in pigs upon experimental challenge, (103) (2004) 35 infection dynamics of lawsonia intracellularis in pig herds, (104) (2004) 197 proliferative necrotizing pneumonia the clinical expression and emergence of porcine circovirus 2, (98) (2004) 131 correlation between production of acyl homoserine lactones and proteases in an aeromonas hydrophila aroa live vaccine, (101) (2004) 167 protein a/g enzyme immunoassay for the diagnosis of brucellosis: chimeric protein a-protein g as a common enzyme labeled detection reagent for sera for different animal species, (101) (2004) 123 protein expression analysis of differential protein expression in actinobacillus pleuropneumoniae by surface enhanced laser desorption ionisation-proteinchip tm (seldi) technology, (99) (2004) 215 protein structure nanoviruses: genome organisation and protein function, (98) (2004) 103 genetics and geographical variation of porcine reproductive and respiratory syndrome virus (prrsv) in thailand, (101) (2004) 9 the effect of a killed porcine reproductive and respiratory syndrome virus (prrsv) vaccine treatment on virus shedding in previously prrsv infected pigs, (102) (2004) 11 genetic characterization of orf viruses isolated from various ruminant species of a zoo, (99) (2004) 81 pseudogene the p40 * adhesin pseudogene of mycoplasma bovis, (104) (2004) 213 pseudomonas aeruginosa from canine otitis externa exhibit a quorum sensing deficiency, (99) (2004) 121 multiplex pcr for rapid detection of pseudorabies virus, porcine parvovirus and porcine circoviruses, (101) (2004) 209 transmission of multiple antimicrobial-resistant staphylococcus intermedius between dogs affected by deep pyoderma and their owners, (98) (2004) 23 the high prevalence of helicobacter sp .",2,Neutral
"   he had past history of asthma, allergic rhinitis and atopic dermatitis and was previously diagnosed as allergic to egg white and peanut .",2,Neutral
"   in contrast to its impotence against candida glabrata (>100 mm) and candida albicans (50-100 mm), the yeast candida tropicalis and filamentous fungi neurospora crassa and aspergillus fumigatus were efficiently killed (3-6 mm) by avbd103b .",2,Neutral
"   in contrast to its impotence against candida glabrata (>100 mm) and candida albicans (50-100 mm), the yeast candida tropicalis and filamentous fungi neurospora crassa and aspergillus fumigatus were efficiently killed (3-6 mm) by avbd103b .",2,Neutral
"   ginsenoside re inhibits cell proliferation in gastric cancer cells by inducing s phase cell cycle arrest, modulating mitochondrial factors bcl-2 and bax, and activating caspase cascade [20]  ..    in colon cancer cells lines, pinoresinol-rich olive oil induced the atm-p53 cascade [124]  .",2,Neutral
